ao_locus_tag,kegg_gene_id,uniprot_accession,ncbi_gene_id,gene_name,function,compartment_raw
AO090003001422,aor:AO090003001422,Q2UIY9,5992461,,"DNA, SC003",
AO090003001421,aor:AO090003001421,Q2UIZ0,5992460,,"DNA, SC003",
AO090003001419,aor:AO090003001419,Q2UIZ2,5992458,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}.
AO090003001418,aor:AO090003001418,Q2UIZ3,5992457,,"DNA, SC003",
AO090003001417,aor:AO090003001417,Q2UIZ4,5992456,,"DNA, SC003",
AO090003001416,aor:AO090003001416,Q2UIZ5,5992455,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003001414,aor:AO090003001414,Q2UIZ7,5992453,,"DNA, SC003",
AO090003001413,aor:AO090003001413,Q2UIZ8,5992452,,"DNA, SC003",
AO090003001412,aor:AO090003001412,Q2UIZ9,5992451,,"DNA, SC003",
AO090003001410,aor:AO090003001410,Q2UJ01,5992449,,"DNA, SC003",
AO090003001409,aor:AO090003001409,Q2UJ02,5992448,,"DNA, SC003",
AO090003001407,aor:AO090003001407,Q2UJ04,5992446,,"DNA, SC003",
AO090003001406,aor:AO090003001406,Q2UJ05,5992445,,"DNA, SC003",
AO090003001405,aor:AO090003001405,Q2UJ06,5992444,,"DNA, SC003",
AO090003001402,aor:AO090003001402,Q2UJ08,5992442,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003001401,aor:AO090003001401,Q2UJ09,5992441,,"DNA, SC003",SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.
AO090003001400,aor:AO090003001400,Q2UJ10,5992440,,"DNA, SC003",
AO090003001399,aor:AO090003001399,Q2UJ11,5992439,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003001398,aor:AO090003001398,Q2UJ12,35119551,,"DNA, SC003",
AO090003001394,aor:AO090003001394,Q2UJ13,5992437,,"DNA, SC003",
AO090003001393,aor:AO090003001393,Q2UJ14,5992436,,"DNA, SC003",
AO090003001392,aor:AO090003001392,Q2UJ15,5992435,,"DNA, SC003",
AO090003001388,aor:AO090003001388,Q2UJ19,5992431,,"DNA, SC003",
AO090003001387,aor:AO090003001387,Q2UJ20,5992430,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003001386,aor:AO090003001386,Q2UJ21,5992429,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003001385,aor:AO090003001385,Q2UJ22,5992428,,"DNA, SC003",SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.
AO090003001383,aor:AO090003001383,Q2UJ24,5992426,,"DNA, SC003",
AO090003001382,aor:AO090003001382,Q2UJ25,5992425,,"DNA, SC003",
AO090003001381,aor:AO090003001381,Q2UJ26,5992424,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003001380,aor:AO090003001380,Q2UJ27,5992423,,"DNA, SC003",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003001379,aor:AO090003001379,Q2UJ28,5992422,,"DNA, SC003",
AO090003001378,aor:AO090003001378,Q2UJ29,,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003001377,aor:AO090003001377,Q2UJ30,5992420,,"DNA, SC003",
AO090003001376,aor:AO090003001376,Q2UJ31,5992419,,"DNA, SC003",
AO090003001374,aor:AO090003001374,Q2UJ33,35119550,,"DNA, SC003",
AO090003001373,aor:AO090003001373,Q2UJ34,5992416,,"DNA, SC003",
AO090003001372,aor:AO090003001372,Q2UJ35,5992415,,"DNA, SC003",
AO090003001371,aor:AO090003001371,Q2UJ36,5992414,,"DNA, SC003",
AO090003001370,aor:AO090003001370,Q2UJ37,5992413,,"DNA, SC003",
AO090003001369,aor:AO090003001369,Q2UJ38,5992412,,"DNA, SC003",
AO090003001368,aor:AO090003001368,Q2UJ39,5992411,,"DNA, SC003",
AO090003001367,aor:AO090003001367,Q2UJ40,5992410,,"DNA, SC003",
AO090003001366,aor:AO090003001366,Q2UJ41,5992409,,"DNA, SC003",
AO090003001364,aor:AO090003001364,Q2UJ43,5992407,,"DNA, SC003",
AO090003001363,aor:AO090003001363,Q2UJ44,35119549,,"DNA, SC003",
AO090003001362,aor:AO090003001362,Q2UJ45,5992406,,"DNA, SC003",
AO090003001361,aor:AO090003001361,Q2UJ46,5992404,,"DNA, SC003",
AO090003001360,aor:AO090003001360,Q2UJ47,10099768,,"DNA, SC003",
AO090003001359,aor:AO090003001359,Q2UJ48,5992402,,"DNA, SC003",
AO090003001358,aor:AO090003001358,Q2UJ49,5992401,,chitinase (EC 3.2.1.14),
AO090003001357,aor:AO090003001357,Q2UJ50,5992400,,"DNA, SC003",
AO090003001356,aor:AO090003001356,Q2UJ51,5992399,,"DNA, SC003",
AO090003001355,aor:AO090003001355,Q2UJ52,35119548,,"DNA, SC003",
AO090003001353,aor:AO090003001353,Q2UJ53,5992397,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003001351,aor:AO090003001351,Q2UJ54,5992396,,"DNA, SC003",
AO090003001349,aor:AO090003001349,Q2UJ56,5992394,,"DNA, SC003",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.
AO090003001347,aor:AO090003001347,Q2UJ58,5992392,,"DNA, SC003",
AO090003001346,aor:AO090003001346,Q2UJ59,5992391,,"DNA, SC003",
AO090003001344,aor:AO090003001344,Q2UJ61,5992389,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003001343,aor:AO090003001343,Q2UJ62,5992388,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003001342,aor:AO090003001342,Q2UJ63,35119547,,"DNA, SC003",
AO090003001341,aor:AO090003001341,Q2UJ64,5992387,,"DNA, SC003",
AO090003001340,aor:AO090003001340,Q2UJ65,5992385,,"DNA, SC003",
AO090003001336,aor:AO090003001336,Q2UJ69,5992381,,"DNA, SC003",
AO090003001335,aor:AO090003001335,Q2UJ70,5992594,,"DNA, SC003",
AO090003001333,aor:AO090003001333,Q2UJ71,5992380,,"DNA, SC003",
AO090003001332,aor:AO090003001332,Q2UJ72,5992378,,"DNA, SC003",
AO090003001331,aor:AO090003001331,Q2UJ73,5992377,,"DNA, SC003",
AO090003001329,aor:AO090003001329,Q2UJ75,5992375,,"DNA, SC003",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003001328,aor:AO090003001328,Q2UJ76,5992374,,"DNA, SC003",
AO090003001327,aor:AO090003001327,Q2UJ77,5992373,,"DNA, SC003",
AO090003001326,aor:AO090003001326,Q2UJ78,5992372,,"DNA, SC003",
AO090003001323,aor:AO090003001323,Q2UJ81,5992369,,"DNA, SC003",
AO090003001320,aor:AO090003001320,Q2UJ84,5992366,,"DNA, SC003",
AO090003001319,aor:AO090003001319,Q2UJ85,5992365,,"DNA, SC003",
AO090003001318,aor:AO090003001318,Q2UJ86,5992364,,"DNA, SC003",
AO090003001317,aor:AO090003001317,Q2UJ87,5992363,,"DNA, SC003",
AO090003001314,aor:AO090003001314,Q2UJ90,5992360,,"DNA, SC003",
AO090003001313,aor:AO090003001313,Q2UJ91,5992359,,"DNA, SC003",
AO090003001312,aor:AO090003001312,Q2UJ92,5992358,,"DNA, SC003",
AO090003001310,aor:AO090003001310,Q2UJ93,5992357,,"DNA, SC003",
AO090003001309,aor:AO090003001309,Q2UJ94,5992356,,"DNA, SC003",
AO090003001308,aor:AO090003001308,Q2UJ95,5992355,,"DNA, SC003",SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.
AO090003001306,aor:AO090003001306,Q2UJ96,5992354,,"DNA, SC003",
AO090003001304,aor:AO090003001304,Q2UJ98,5992353,,"DNA, SC003",
AO090003001303,aor:AO090003001303,Q2UJ99,5992352,,"DNA, SC003",
AO090003001302,aor:AO090003001302,Q2UJA0,5992350,,"DNA, SC003",
AO090003001301,aor:AO090003001301,Q2UJA1,5992349,,"DNA, SC003",
AO090003001300,aor:AO090003001300,Q2UJA2,5992348,,"DNA, SC003",
AO090003001299,aor:AO090003001299,Q2UJA3,5992347,,"DNA, SC003",
AO090003001298,aor:AO090003001298,Q2UJA4,5992346,,"DNA, SC003",SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.
AO090003001297,aor:AO090003001297,Q2UJA5,5992345,,"DNA, SC003",
AO090003001296,aor:AO090003001296,Q2UJA6,,,"DNA, SC003","SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU362088}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU362088}."
AO090003001294,aor:AO090003001294,Q2UJA8,5992342,,"DNA, SC003",
AO090003001293,aor:AO090003001293,Q2UJA9,5992341,,"DNA, SC003",
AO090003001291,aor:AO090003001291,Q2UJB1,5992339,,"DNA, SC003",
AO090003001290,aor:AO090003001290,Q2UJB2,5992338,,"DNA, SC003",
AO090003001289,aor:AO090003001289,Q2UJB3,5992337,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003001288,aor:AO090003001288,Q2UJB4,35119546,,"DNA, SC003",
AO090003001287,aor:AO090003001287,Q2UJB5,5992336,,"DNA, SC003",
AO090003001286,aor:AO090003001286,Q2UJB6,5992334,,"DNA, SC003",
AO090003001285,aor:AO090003001285,Q2UJB7,5992333,,"DNA, SC003",
AO090003001283,aor:AO090003001283,Q2UJB8,5992332,,"DNA, SC003",
AO090003001282,aor:AO090003001282,Q2UJB9,,,"DNA, SC003",
AO090003001281,aor:AO090003001281,Q2UJC0,5992330,,"DNA, SC003",
AO090003001280,aor:AO090003001280,Q2UJC1,5992329,,"DNA, SC003",
AO090003001279,aor:AO090003001279,Q2UJC2,,,"DNA, SC003",
AO090003001278,aor:AO090003001278,Q2UJC3,5992327,,"DNA, SC003",
AO090003001277,aor:AO090003001277,Q2UJC4,5992326,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003001275,aor:AO090003001275,Q2UJC6,5992324,,"DNA, SC003",
AO090003001273,aor:AO090003001273,Q2UJC7,5992323,,"DNA, SC003",
AO090003001272,aor:AO090003001272,Q2UJC8,5992322,,"DNA, SC003",
AO090003001271,aor:AO090003001271,Q2UJC9,5992321,,"DNA, SC003",
AO090003001270,aor:AO090003001270,Q2UJD0,5992320,,"DNA, SC003",
AO090003001268,aor:AO090003001268,Q2UJD1,5992319,,"DNA, SC003",
AO090003001267,aor:AO090003001267,Q2UJD2,5992318,,"DNA, SC003",
AO090003001265,aor:AO090003001265,Q2UJD3,5992317,,"DNA, SC003",
AO090003001263,aor:AO090003001263,Q2UJD4,5992316,,"DNA, SC003",
AO090003001261,aor:AO090003001261,Q2UJD5,5992315,,"DNA, SC003",
AO090003001260,aor:AO090003001260,Q2UJD6,5992314,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003001259,aor:AO090003001259,Q2UJD7,5992313,,"DNA, SC003",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003001258,aor:AO090003001258,Q2UJD8,5992312,,"DNA, SC003",
AO090003001255,aor:AO090003001255,Q2UJE0,5992310,,"DNA, SC003",
AO090003001254,aor:AO090003001254,Q2UJE1,5992309,,"DNA, SC003",
AO090003001253,aor:AO090003001253,Q2UJE2,5992308,,"DNA, SC003",
AO090003001252,aor:AO090003001252,Q2UJE3,5992307,,"DNA, SC003",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003001250,aor:AO090003001250,Q2UJE5,,,"DNA, SC003",
AO090003001246,aor:AO090003001246,Q2UJE9,5992301,,"DNA, SC003",
AO090003001244,aor:AO090003001244,Q2UJF0,5992300,,"DNA, SC003",
AO090003001243,aor:AO090003001243,Q2UJF1,5992299,,"DNA, SC003",
AO090003001241,aor:AO090003001241,Q2UJF3,5992297,,"DNA, SC003",
AO090003001239,aor:AO090003001239,Q2UJF4,5992296,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.
AO090003001236,aor:AO090003001236,Q2UJF7,5992293,,"DNA, SC003",
AO090003001234,aor:AO090003001234,Q2UJF8,5992292,,"DNA, SC003",
AO090003001233,aor:AO090003001233,Q2UJF9,5992291,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003001229,aor:AO090003001229,Q2UJG3,5992287,,"DNA, SC003",
AO090003001224,aor:AO090003001224,Q2UJG8,5992282,,"DNA, SC003",
AO090003001223,aor:AO090003001223,Q2UJG9,5992591,,"DNA, SC003",
AO090003001222,aor:AO090003001222,Q2UJH0,5992281,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003001220,aor:AO090003001220,Q2UJH1,5992590,,"DNA, SC003",
AO090003001214,aor:AO090003001214,Q2UJH3,35119544,,"DNA, SC003",
AO090003001207,aor:AO090003001207,Q2UJH8,5992272,,"DNA, SC003",SUBCELLULAR LOCATION: Endomembrane system {ECO:0000256|ARBA:ARBA00037847}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00037847}. Membrane {ECO:0000256|ARBA:ARBA00004606}; Single-pass type II membrane protein {ECO:0000256|ARBA:ARBA00004606}.
AO090003001206,aor:AO090003001206,Q2UJH9,5992271,,"DNA, SC003",
AO090003001204,aor:AO090003001204,Q2UJI1,5992269,,"DNA, SC003",
AO090003001201,aor:AO090003001201,Q2UJI2,,,"DNA, SC003",
AO090003001199,aor:AO090003001199,Q2UJI4,5992266,,"DNA, SC003","SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123, ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}."
AO090003001198,aor:AO090003001198,Q2UJI5,5992265,,"DNA, SC003",
AO090003001196,aor:AO090003001196,Q2UJI7,5992263,,"DNA, SC003",
AO090003001194,aor:AO090003001194,Q2UJI9,5992261,,"DNA, SC003",
AO090003001192,aor:AO090003001192,Q2UJJ0,5992260,,"DNA, SC003",
AO090003001189,aor:AO090003001189,Q2UJJ2,5992258,,"DNA, SC003",
AO090003001188,aor:AO090003001188,Q2UJJ3,5992257,,"DNA, SC003",
AO090003001185,aor:AO090003001185,Q2UJJ5,5992255,,"DNA, SC003",
AO090003001184,aor:AO090003001184,Q2UJJ6,5992254,,"DNA, SC003",
AO090003001183,aor:AO090003001183,Q2UJJ7,5992253,,"DNA, SC003",
AO090003001182,aor:AO090003001182,Q2UJJ8,5992252,,"DNA, SC003",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003001181,aor:AO090003001181,Q2UJJ9,5992251,,"DNA, SC003",
AO090003001178,aor:AO090003001178,Q2UJK2,5992248,,"DNA, SC003",
AO090003001177,aor:AO090003001177,Q2UJK3,5992247,,"DNA, SC003",
AO090003001175,aor:AO090003001175,Q2UJK4,5992246,,"DNA, SC003",
AO090003001174,aor:AO090003001174,Q2UJK5,5992245,,"DNA, SC003",
AO090003001173,aor:AO090003001173,Q2UJK6,5992244,,"DNA, SC003",
AO090003001172,aor:AO090003001172,Q2UJK7,5992243,,"DNA, SC003",
AO090003001171,aor:AO090003001171,Q2UJK8,5992242,,"DNA, SC003",
AO090003001170,aor:AO090003001170,Q2UJK9,5992241,,"DNA, SC003",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003001168,aor:AO090003001168,Q2UJL1,5992239,,"DNA, SC003",
AO090003001167,aor:AO090003001167,Q2UJL2,5992238,,"DNA, SC003",
AO090003001162,aor:AO090003001162,Q2UJL5,5992235,,"DNA, SC003",
AO090003001161,aor:AO090003001161,Q2UJL6,5992234,,"DNA, SC003",
AO090003001160,aor:AO090003001160,Q2UJL7,5992233,,"DNA, SC003",
AO090003001158,aor:AO090003001158,Q2UJL8,5992232,,"DNA, SC003",
AO090003001156,aor:AO090003001156,Q2UJL9,5992589,,"DNA, SC003",
AO090003001155,aor:AO090003001155,Q2UJM0,5992231,,"DNA, SC003",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003001154,aor:AO090003001154,Q2UJM1,5992229,,"DNA, SC003",
AO090003001150,aor:AO090003001150,Q2UJM4,5992226,,"DNA, SC003",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003001149,aor:AO090003001149,Q2UJM5,5992225,,"DNA, SC003",
AO090003001147,aor:AO090003001147,Q2UJM7,5992223,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}.
AO090003001143,aor:AO090003001143,Q2UJN1,5992219,,"DNA, SC003",
AO090003001141,aor:AO090003001141,Q2UJN3,5992217,,Large ribosomal subunit protein bL28m,
AO090003001140,aor:AO090003001140,Q2UJN4,5992216,,"DNA, SC003",
AO090003001137,aor:AO090003001137,Q2UJN7,5992213,,"DNA, SC003",
AO090003001136,aor:AO090003001136,Q2UJN8,35119543,,"DNA, SC003",
AO090003001135,aor:AO090003001135,Q2UJN9,5992211,,"DNA, SC003",
AO090003001131,aor:AO090003001131,Q2UJP3,5992205,,"DNA, SC003",
AO090003001130,aor:AO090003001130,Q2UJP4,5992206,,"DNA, SC003",
AO090003001129,aor:AO090003001129,Q2UJP5,35119542,,"DNA, SC003",
AO090003001128,aor:AO090003001128,Q2UJP6,5992204,,"DNA, SC003",
AO090003001127,aor:AO090003001127,Q2UJP7,5992203,,"DNA, SC003",
AO090003001126,aor:AO090003001126,Q2UJP8,5992202,,"DNA, SC003",
AO090003001124,aor:AO090003001124,Q2UJP9,,,"DNA, SC003",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003001122,aor:AO090003001122,Q2UJQ1,5992199,,"DNA, SC003",
AO090003001118,aor:AO090003001118,Q2UJQ5,5992195,,"DNA, SC003",
AO090003001117,aor:AO090003001117,Q2UJQ6,5992194,,"DNA, SC003",
AO090003001116,aor:AO090003001116,Q2UJQ7,5992193,,"DNA, SC003",
AO090003001113,aor:AO090003001113,Q2UJR0,5992190,,"DNA, SC003",
AO090003001110,aor:AO090003001110,Q2UJR2,5992188,,"DNA, SC003",
AO090003001108,aor:AO090003001108,Q2UJR3,5992187,,"DNA, SC003",SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}.
AO090003001106,aor:AO090003001106,Q2UJR5,,,Calmodulin,
AO090003001103,aor:AO090003001103,Q2UJR7,5992183,,"DNA, SC003",
AO090003001102,aor:AO090003001102,Q2UJR8,35119541,,"DNA, SC003",
AO090003001101,aor:AO090003001101,Q2UJR9,5992182,,"DNA, SC003",
AO090003001098,aor:AO090003001098,Q2UJS2,5992178,,"DNA, SC003",
AO090003001095,aor:AO090003001095,Q2UJS5,5992175,,"DNA, SC003",
AO090003001094,aor:AO090003001094,Q2UJS6,5992174,,"DNA, SC003",
AO090003001087,aor:AO090003001087,Q2UJT1,5992169,,"DNA, SC003",
AO090003001084,aor:AO090003001084,Q2UJT4,5992166,,"DNA, SC003",
AO090003001082,aor:AO090003001082,Q2UJT5,5992165,,"DNA, SC003",SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|ARBA:ARBA00004273}.
AO090003001081,aor:AO090003001081,Q2UJT6,5992164,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003001080,aor:AO090003001080,Q2UJT7,5992163,,"DNA, SC003",
AO090003001077,aor:AO090003001077,Q2UJU0,5992160,,"DNA, SC003",
AO090003001075,aor:AO090003001075,Q2UJU2,5992158,,"DNA, SC003",
AO090003001071,aor:AO090003001071,Q2UJU3,5992157,,"DNA, SC003",
AO090003001065,aor:AO090003001065,Q2UJU8,5992588,,"DNA, SC003",
AO090003001063,aor:AO090003001063,Q2UJV0,5992150,,"DNA, SC003",
AO090003001061,aor:AO090003001061,Q2UJV2,5992148,,"DNA, SC003",
AO090003001060,aor:AO090003001060,Q2UJV3,35119540,,"DNA, SC003",
AO090003001059,aor:AO090003001059,Q2UJV4,5992147,,"DNA, SC003",
AO090003001058,aor:AO090003001058,Q2UJV5,5992145,,"DNA, SC003",
AO090003001056,aor:AO090003001056,Q2UJV7,5992143,,"DNA, SC003",
AO090003001053,aor:AO090003001053,Q2UJW0,5992140,,"DNA, SC003",
AO090003001052,aor:AO090003001052,Q2UJW1,5992139,,"DNA, SC003",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003001050,aor:AO090003001050,Q2UJW2,5992138,,"DNA, SC003",
AO090003001049,aor:AO090003001049,Q2UJW3,5992137,,"DNA, SC003",
AO090003001046,aor:AO090003001046,Q2UJW5,5992135,,"DNA, SC003",
AO090003001042,aor:AO090003001042,Q2UJW7,5992133,,"DNA, SC003",
AO090003001041,aor:AO090003001041,Q2UJW8,5992132,,"DNA, SC003",
AO090003001040,aor:AO090003001040,Q2UJW9,5992131,,"DNA, SC003",
AO090003001039,aor:AO090003001039,Q2UJX0,5992130,,"DNA, SC003",
AO090003001038,aor:AO090003001038,Q2UJX1,5992129,,"DNA, SC003",
AO090003001037,aor:AO090003001037,Q2UJX2,5992128,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003001035,aor:AO090003001035,Q2UJX4,5992126,,"DNA, SC003",
AO090003001033,aor:AO090003001033,Q2UJX6,5992124,,"DNA, SC003",
AO090003001032,aor:AO090003001032,Q2UJX7,5992123,,"DNA, SC003",
AO090003001031,aor:AO090003001031,Q2UJX8,5992121,,"DNA, SC003",
AO090003001030,aor:AO090003001030,Q2UJX9,35119539,,"DNA, SC003",
AO090003001028,aor:AO090003001028,Q2UJY0,35119538,,"DNA, SC003",
AO090003001023,aor:AO090003001023,Q2UJY5,5992115,,"DNA, SC003",
AO090003001021,aor:AO090003001021,Q2UJY7,5992113,,"DNA, SC003",
AO090003001019,aor:AO090003001019,Q2UJY9,5992587,,"DNA, SC003",
AO090003001018,aor:AO090003001018,Q2UJZ0,5992586,,"DNA, SC003",
AO090003001017,aor:AO090003001017,Q2UJZ1,5992109,,"DNA, SC003",
AO090003001016,aor:AO090003001016,Q2UJZ2,5992108,,alpha-L-rhamnosidase (EC 3.2.1.40),
AO090003001015,aor:AO090003001015,Q2UJZ3,5992107,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003001014,aor:AO090003001014,Q2UJZ4,5992106,,"DNA, SC003",
AO090003001011,aor:AO090003001011,Q2UJZ6,5992104,,"DNA, SC003",
AO090003001010,aor:AO090003001010,Q2UJZ7,5992103,,"DNA, SC003",
AO090003001009,aor:AO090003001009,Q2UJZ8,5992102,,"DNA, SC003",
AO090003001007,aor:AO090003001007,Q2UK00,5992100,,"DNA, SC003",
AO090003001005,aor:AO090003001005,Q2UK02,5992098,,"DNA, SC003",
AO090003001004,aor:AO090003001004,Q2UK03,5992097,,"DNA, SC003",
AO090003001000,aor:AO090003001000,Q2UK06,5992094,,"DNA, SC003",
AO090003000999,aor:AO090003000999,Q2UK07,5992093,,E2 ubiquitin-conjugating enzyme (EC 2.3.2.23),
AO090003000998,aor:AO090003000998,Q2UK08,5992092,,"DNA, SC003",
AO090003000997,aor:AO090003000997,Q2UK09,5992091,,"DNA, SC003",
AO090003000994,aor:AO090003000994,Q2UK12,5992088,,"DNA, SC003",
AO090003000993,aor:AO090003000993,Q2UK13,5992087,,"DNA, SC003",
AO090003000991,aor:AO090003000991,Q2UK15,5992085,,"DNA, SC003",
AO090003000989,aor:AO090003000989,Q2UK17,5992083,,"DNA, SC003",
AO090003000988,aor:AO090003000988,Q2UK18,5992082,,chitinase (EC 3.2.1.14),
AO090003000987,aor:AO090003000987,Q2UK19,5992081,,"DNA, SC003",
AO090003000986,aor:AO090003000986,Q2UK20,5992080,,"DNA, SC003",
AO090003000985,aor:AO090003000985,Q2UK21,5992079,,"DNA, SC003",
AO090003000984,aor:AO090003000984,Q2UK22,5992078,,"DNA, SC003",
AO090003000983,aor:AO090003000983,Q2UK23,5992077,,"DNA, SC003",
AO090003000982,aor:AO090003000982,Q2UK24,5992076,,"DNA, SC003",
AO090003000980,aor:AO090003000980,Q2UK25,5992075,,"DNA, SC003",
AO090003000979,aor:AO090003000979,Q2UK26,5992074,,"DNA, SC003",
AO090003000978,aor:AO090003000978,Q2UK27,5992073,,"DNA, SC003",
AO090003000977,aor:AO090003000977,Q2UK28,5992072,,"DNA, SC003",
AO090003000976,aor:AO090003000976,Q2UK29,5992071,,"DNA, SC003",
AO090003000975,aor:AO090003000975,Q2UK30,5992070,,"DNA, SC003",
AO090003000974,aor:AO090003000974,Q2UK31,5992069,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000972,aor:AO090003000972,Q2UK33,5992067,,"DNA, SC003",
AO090003000971,aor:AO090003000971,Q2UK34,5992584,,"DNA, SC003",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090003000970,aor:AO090003000970,Q2UK35,35119537,,"DNA, SC003",
